Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,ID,Item_Outlet_Sales
,Low Fat,0.101561568,Canned,181.9292,1985,Medium,Tier 3,Supermarket Type3,FDX25OUT027,3101.2964
,Low Fat,0.005949644,Household,165.6526,1985,Medium,Tier 3,Supermarket Type3,NCX42OUT027,4769.1254
,Regular,0.13956116,Seafood,170.4764,1985,Medium,Tier 3,Supermarket Type3,FDG33OUT027,3435.528
14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,2002,,Tier 2,Supermarket Type1,FDL56OUT045,1133.8574
7.55,Low Fat,0.027164679,Canned,152.334,2004,Small,Tier 2,Supermarket Type1,FDF14OUT035,2603.278
13,Low Fat,0.099325278,Household,45.406,1997,Small,Tier 1,Supermarket Type1,NCD06OUT046,605.878
,Low Fat,0.04357366,Hard Drinks,192.8846,1985,Medium,Tier 3,Supermarket Type3,DRM47OUT027,2293.0152
,Regular,0.082741482,Snack Foods,118.7782,1985,Small,Tier 1,Grocery Store,FDS46OUT019,119.1782
12.3,Regular,0.064565202,Starchy Foods,92.9804,1987,High,Tier 3,Supermarket Type1,FDB35OUT013,1929.4884
,LF,0.084554569,Snack Foods,109.8912,1985,Medium,Tier 3,Supermarket Type3,FDX21OUT027,2074.6328
,Low Fat,0.058451805,Health and Hygiene,79.9618,1985,Medium,Tier 3,Supermarket Type3,NCU05OUT027,241.6854
17.25,Low Fat,0.113748685,Household,251.3724,2002,,Tier 2,Supermarket Type1,NCR38OUT045,6795.1548
15.85,Low Fat,0.020603511,Household,42.7112,2007,,Tier 2,Supermarket Type1,NCR18OUT017,639.168
18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,2004,Small,Tier 2,Supermarket Type1,NCU41OUT035,3248.4382
16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,2007,,Tier 2,Supermarket Type1,FDY56OUT017,7222.5984
14.1,Low Fat,0.087977262,Dairy,229.0668,2004,Small,Tier 2,Supermarket Type1,DRJ51OUT035,3225.1352
7.905,Low Fat,0.010010425,Snack Foods,249.0408,2004,Small,Tier 2,Supermarket Type1,FDK21OUT035,3755.112
12,Low Fat,0.033946163,Canned,179.3976,1987,High,Tier 3,Supermarket Type1,FDY25OUT013,3440.8544
12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,2004,Small,Tier 2,Supermarket Type1,FDU44OUT035,974.7312
10.1,Low Fat,0.027106459,Meat,75.367,1999,Medium,Tier 1,Supermarket Type1,FDL43OUT049,535.969
17.5,Low Fat,0.027022883,Frozen Foods,262.491,2007,,Tier 2,Supermarket Type1,FDF05OUT017,5259.82
,Low Fat,0.058153409,Dairy,152.034,1985,Small,Tier 1,Grocery Store,DRF15OUT019,306.268
17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,2009,Medium,Tier 3,Supermarket Type2,FDL20OUT018,1779.0176
7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,1999,Medium,Tier 1,Supermarket Type1,FDV32OUT049,759.012
11.8,Regular,0.09357779,Snack Foods,125.9704,1987,High,Tier 3,Supermarket Type1,FDJ34OUT013,1877.556
13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,2002,,Tier 2,Supermarket Type1,FDG08OUT045,3779.0808
,Low Fat,0.148392623,Frozen Foods,41.5796,1985,Small,Tier 1,Grocery Store,FDQ04OUT019,41.2796
8.5,Low Fat,0.098438394,Canned,51.1324,2007,,Tier 2,Supermarket Type1,FDW13OUT017,259.662
8.645,Low Fat,0.143303291,Health and Hygiene,96.341,1987,High,Tier 3,Supermarket Type1,NCI17OUT013,193.082
17.6,Regular,0.076276208,Meat,110.9202,2002,,Tier 2,Supermarket Type1,FDY03OUT045,1687.803
9.1,Low Fat,0.175103435,Baking Goods,127.5362,2007,,Tier 2,Supermarket Type1,FDS12OUT017,4655.9394
12.8,Regular,0.023511371,Meat,225.9404,1987,High,Tier 3,Supermarket Type1,FDJ55OUT013,4950.8888
7.63,Low Fat,0.06105276,Soft Drinks,95.4436,2004,Small,Tier 2,Supermarket Type1,DRK01OUT035,1418.154
9.285,Regular,0.049559042,Frozen Foods,246.4144,2007,,Tier 2,Supermarket Type1,FDG28OUT017,1225.072
13.6,Regular,0.119418124,Dairy,231.03,2002,,Tier 2,Supermarket Type1,FDY38OUT045,5359.69
8.895,Low Fat,0.072545601,Breakfast,176.237,2002,,Tier 2,Supermarket Type1,FDN01OUT045,1764.37
16.35,Low Fat,0.090486828,Household,195.211,1987,High,Tier 3,Supermarket Type1,NCR54OUT013,2553.343
17.6,Low Fat,0.056245075,Frozen Foods,43.3454,1987,High,Tier 3,Supermarket Type1,FDG29OUT013,1006.6896
7.975,Low Fat,0.014618973,Baking Goods,85.225,1987,High,Tier 3,Supermarket Type1,FDG24OUT013,1081.925
15.85,Low Fat,0.043479126,Starchy Foods,36.7164,2007,,Tier 2,Supermarket Type1,FDG59OUT017,308.9312
15.7,Low Fat,0.045166237,Frozen Foods,178.666,1987,High,Tier 3,Supermarket Type1,FDM28OUT013,2516.724
8.985,Regular,0.057827101,Frozen Foods,128.831,1997,Small,Tier 1,Supermarket Type1,FDW04OUT046,1428.141
20.35,Low Fat,0.089394766,Dairy,260.1594,1987,High,Tier 3,Supermarket Type1,FDS26OUT013,2093.2752
6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,1987,High,Tier 3,Supermarket Type1,FDQ56OUT013,1929.4884
19.85,Low Fat,0.005234153,Dairy,264.0884,2004,Small,Tier 2,Supermarket Type1,FDK51OUT035,5829.7448
16.85,Low Fat,0.036390174,Snack Foods,91.4488,1997,Small,Tier 1,Supermarket Type1,FDL22OUT046,2082.6224
,Low Fat,0.03292824,Meat,173.1738,1985,Medium,Tier 3,Supermarket Type3,FDH19OUT027,7298.4996
16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,1987,High,Tier 3,Supermarket Type1,FDY55OUT013,7452.9652
17.6,Regular,0.076552407,Meat,110.5202,2007,,Tier 2,Supermarket Type1,FDY03OUT017,450.0808
7.905,Low Fat,0.016758569,Snack Foods,250.4408,1998,,Tier 3,Grocery Store,FDK21OUT010,500.6816
,Low Fat,0.044248175,Snack Foods,126.202,1985,Medium,Tier 3,Supermarket Type3,FDZ10OUT027,3668.558
7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,2009,Medium,Tier 3,Supermarket Type2,FDZ32OUT018,736.3748
7.825,Low Fat,0.186032678,Household,253.0698,2004,Small,Tier 2,Supermarket Type1,NCZ18OUT035,6088.0752
,Low Fat,0.031867464,Household,101.0016,1985,Medium,Tier 3,Supermarket Type3,NCF07OUT027,2125.2336
20.75,Low Fat,0.021370201,Soft Drinks,153.0024,2007,,Tier 2,Supermarket Type1,DRE49OUT017,2277.036
,Low Fat,0.193772568,Fruits and Vegetables,190.3846,1985,Small,Tier 1,Grocery Store,FDJ08OUT019,573.2538
6.26,Regular,0.009866049,Meat,151.1366,2004,Small,Tier 2,Supermarket Type1,FDT39OUT035,2267.049
18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,1998,,Tier 3,Grocery Store,FDE08OUT010,296.9468
13,Low Fat,0.099729888,Household,46.306,2009,Medium,Tier 3,Supermarket Type2,NCD06OUT018,559.272
20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,2004,Small,Tier 2,Supermarket Type1,FDB57OUT035,5559.43
8.695,Low Fat,0.119721451,Household,95.5094,1999,Medium,Tier 1,Supermarket Type1,NCT54OUT049,1237.7222
7.27,Low Fat,0.071222087,Soft Drinks,113.5518,2002,,Tier 2,Supermarket Type1,DRF49OUT045,569.259
,Regular,0.060371962,Breakfast,174.0712,1985,Medium,Tier 3,Supermarket Type3,FDM25OUT027,3866.9664
12.85,low fat,0.033287541,Fruits and Vegetables,198.4768,2002,,Tier 2,Supermarket Type1,FDF20OUT045,1379.5376
7.075,Low Fat,0.05858462,Dairy,142.7128,2009,Medium,Tier 3,Supermarket Type2,FDH27OUT018,1869.5664
,Regular,0.11679292,Baking Goods,196.211,1985,Medium,Tier 3,Supermarket Type3,FDV60OUT027,5499.508
8.195,Low Fat,0.031452265,Baking Goods,94.3462,1999,Medium,Tier 1,Supermarket Type1,FDY59OUT049,925.462
7.09,Low Fat,0.00721395,Baking Goods,47.9034,2004,Small,Tier 2,Supermarket Type1,FDK36OUT035,583.2408
6.095,Low Fat,0.081196619,Others,141.4154,1997,Small,Tier 1,Supermarket Type1,NCM31OUT046,1418.154
19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,2007,,Tier 2,Supermarket Type1,FDE33OUT017,942.7728
6.15,Low Fat,0.04627095,Baking Goods,99.3384,1997,Small,Tier 1,Supermarket Type1,FDU36OUT046,2364.9216
,Regular,0.02747716,Canned,87.9856,1985,Medium,Tier 3,Supermarket Type3,FDV13OUT027,3251.7672
,Regular,0.104704537,Fruits and Vegetables,125.2678,1985,Small,Tier 1,Grocery Store,FDV20OUT019,254.3356
17.7,Low Fat,0.012540003,Household,167.0474,2004,Small,Tier 2,Supermarket Type1,NCQ54OUT035,5895.659
17.85,Low Fat,0.147023834,Breads,93.7436,2009,Medium,Tier 3,Supermarket Type2,FDO23OUT018,1134.5232
9.395,Low Fat,0.159657596,Soft Drinks,224.972,2002,,Tier 2,Supermarket Type1,DRE60OUT045,7696.648
15.75,Low Fat,0.141398626,Hard Drinks,250.5382,2007,,Tier 2,Supermarket Type1,DRP47OUT017,2775.7202
7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,2002,,Tier 2,Supermarket Type1,FDB21OUT045,5317.0788
7.075,Low Fat,0,Frozen Foods,98.0068,2009,Medium,Tier 3,Supermarket Type2,FDR04OUT018,874.8612
6.445,Low Fat,0.029691762,Baking Goods,92.6436,1997,Small,Tier 1,Supermarket Type1,FDX23OUT046,1039.9796
19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,2004,Small,Tier 2,Supermarket Type1,FDX19OUT035,3038.0454
20.25,Regular,0.014790559,Dairy,193.6162,2004,Small,Tier 2,Supermarket Type1,FDD40OUT035,3848.324
15,Regular,0.054378253,Canned,59.1904,1997,Small,Tier 1,Supermarket Type1,FDA01OUT046,527.3136
6.67,Regular,0.123428594,Snack Foods,89.1514,1997,Small,Tier 1,Supermarket Type1,FDS33OUT046,2390.8878
,Regular,0.029943463,Canned,60.222,1985,Medium,Tier 3,Supermarket Type3,FDM50OUT027,1677.816
16.7,Regular,0.052368061,Frozen Foods,112.7176,1987,High,Tier 3,Supermarket Type1,FDB29OUT013,801.6232
7.07,Low Fat,0.093861144,Snack Foods,115.5834,2002,,Tier 2,Supermarket Type1,FDF46OUT045,1267.0174
6.48,Low Fat,0.033968647,Snack Foods,148.0076,2002,,Tier 2,Supermarket Type1,FDA33OUT045,886.8456
19,Regular,0.173154079,Fruits and Vegetables,228.272,1998,,Tier 3,Grocery Store,FDC08OUT010,452.744
13.35,Low Fat,0.139735226,Frozen Foods,147.5392,2002,,Tier 2,Supermarket Type1,FDB53OUT045,3877.6192
,Low Fat,0.043351896,Fruits and Vegetables,146.6418,1985,Medium,Tier 3,Supermarket Type3,FDY31OUT027,4414.254
,Low Fat,0.042086652,Hard Drinks,122.4388,1985,Medium,Tier 3,Supermarket Type3,DRQ35OUT027,5448.9072
9.695,Regular,0.12848269,Baking Goods,223.9404,1999,Medium,Tier 1,Supermarket Type1,FDX36OUT049,4950.8888
15,Low Fat,0.049357077,Soft Drinks,62.6168,2007,,Tier 2,Supermarket Type1,DRD13OUT017,958.752
11.15,Regular,0.008326735,Dairy,149.9708,2007,,Tier 2,Supermarket Type1,FDC52OUT017,1956.1204
20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,1999,Medium,Tier 1,Supermarket Type1,FDB45OUT049,2404.2038
9.8,Low Fat,0.151420934,Others,194.3478,1998,,Tier 3,Grocery Store,NCK19OUT010,387.4956
16.35,Low Fat,0.032511818,Meat,165.0842,1987,High,Tier 3,Supermarket Type1,FDV51OUT013,994.7052
9.6,Regular,0.022323658,Breads,101.299,2002,,Tier 2,Supermarket Type1,FDZ35OUT045,1754.383
,Low Fat,0.019292355,Health and Hygiene,129.9994,1985,Medium,Tier 3,Supermarket Type3,NCW17OUT027,3340.9844
13.35,Low Fat,0.048124443,Breads,216.7166,2002,,Tier 2,Supermarket Type1,FDV59OUT045,3918.8988
20.7,Low Fat,0.09261307,Dairy,76.367,1987,High,Tier 3,Supermarket Type1,DRH39OUT013,306.268
,Low Fat,0.094697274,Baking Goods,158.4604,1985,Medium,Tier 3,Supermarket Type3,FDN60OUT027,4278.4308
16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,2002,,Tier 2,Supermarket Type1,FDU55OUT045,4425.5726
,Regular,0.056596985,Snack Foods,230.9984,1985,Medium,Tier 3,Supermarket Type3,FDN58OUT027,9267.936
,Low Fat,0.2047,Frozen Foods,76.867,1985,Small,Tier 1,Grocery Store,FDC41OUT019,229.701
,Regular,0.020618324,Breakfast,129.3994,1985,Medium,Tier 3,Supermarket Type3,FDO01OUT027,2055.9904
5.5,Low Fat,0.04709821,Others,101.3016,1997,Small,Tier 1,Supermarket Type1,NCO43OUT046,3339.6528
15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,2002,,Tier 2,Supermarket Type1,FDQ07OUT045,6410.3224
15.7,Regular,0.038078899,Frozen Foods,122.9046,2007,,Tier 2,Supermarket Type1,FDF28OUT017,1992.0736
7.895,reg,0.095102092,Breakfast,104.4332,2007,,Tier 2,Supermarket Type1,FDM01OUT017,2870.9296
,Regular,0.011953902,Canned,164.5184,1985,Medium,Tier 3,Supermarket Type3,FDY49OUT027,2807.0128
17.35,Regular,0.062799379,Baking Goods,88.183,1987,High,Tier 3,Supermarket Type1,FDR24OUT013,539.298
7.285,Low Fat,0.031125709,Household,174.3054,1987,High,Tier 3,Supermarket Type1,NCY18OUT013,4377.635
20.25,Low Fat,0.026005891,Household,180.9976,2002,,Tier 2,Supermarket Type1,NCY30OUT045,2716.464
,Low Fat,0.09246392,Snack Foods,190.9504,1985,Small,Tier 1,Grocery Store,FDJ22OUT019,383.5008
15.85,Low Fat,0.107765165,Soft Drinks,59.5904,1999,Medium,Tier 1,Supermarket Type1,DRI37OUT049,703.0848
6.17,Low Fat,0.010647477,Meat,66.3826,1999,Medium,Tier 1,Supermarket Type1,FDL27OUT049,1937.478
19.5,Low Fat,0.015749341,Household,182.2608,1999,Medium,Tier 1,Supermarket Type1,NCO30OUT049,3307.6944
19.2,Low Fat,0.077628053,Household,197.611,1999,Medium,Tier 1,Supermarket Type1,NCB07OUT049,3142.576
16.7,Low Fat,0,Canned,181.2292,2009,Medium,Tier 3,Supermarket Type2,FDX25OUT018,2554.0088
20.85,Regular,0.056695731,Breads,104.0648,2009,Medium,Tier 3,Supermarket Type2,FDP59OUT018,1869.5664
14.5,Regular,0.063993068,Breads,260.4594,2002,,Tier 2,Supermarket Type1,FDR59OUT045,5494.8474
11.395,Regular,0.069529262,Meat,233.1616,1987,High,Tier 3,Supermarket Type1,FDT27OUT013,6093.4016
7.97,Low Fat,0.034452949,Soft Drinks,174.0422,1997,Small,Tier 1,Supermarket Type1,DRI01OUT046,2586.633
7.71,Regular,0.06670068,Snack Foods,55.2956,1999,Medium,Tier 1,Supermarket Type1,FDU09OUT049,1255.6988
19.25,Regular,0.034699737,Canned,141.7496,1997,Small,Tier 1,Supermarket Type1,FDH26OUT046,4093.3384
7.075,Low Fat,0.058346939,Dairy,142.2128,1997,Small,Tier 1,Supermarket Type1,FDH27OUT046,3163.8816
,Regular,0.065203103,Meat,166.0816,1985,Medium,Tier 3,Supermarket Type3,FDN39OUT027,5033.448
11.6,Regular,0.078929571,Frozen Foods,79.9276,1997,Small,Tier 1,Supermarket Type1,FDH40OUT046,1137.1864
,Low Fat,0.182514881,Fruits and Vegetables,98.77,1985,Medium,Tier 3,Supermarket Type3,FDJ56OUT027,2696.49
12.1,Low Fat,0.016895293,Hard Drinks,178.566,2009,Medium,Tier 3,Supermarket Type2,DRN47OUT018,898.83
10,Low Fat,0.073379745,Health and Hygiene,118.244,1997,Small,Tier 1,Supermarket Type1,NCO17OUT046,2756.412
14.35,Low Fat,0.08075758,Baking Goods,81.896,2002,,Tier 2,Supermarket Type1,FDX60OUT045,878.856
10.395,Low Fat,0.112271498,Snack Foods,58.222,1999,Medium,Tier 1,Supermarket Type1,FDT22OUT049,659.142
,Low Fat,0.153741385,Dairy,182.6292,1985,Small,Tier 1,Grocery Store,FDX26OUT019,182.4292
8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,1987,High,Tier 3,Supermarket Type1,FDG45OUT013,3610.6334
8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,2004,Small,Tier 2,Supermarket Type1,FDD44OUT035,5153.292
9.195,Regular,0.078502143,Meat,108.7596,2007,,Tier 2,Supermarket Type1,FDS15OUT017,2588.6304
20.7,Regular,0.047684831,Dairy,212.5876,2009,Medium,Tier 3,Supermarket Type2,FDL51OUT018,1286.3256
15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,2007,,Tier 2,Supermarket Type1,FDL32OUT017,1230.3984
,Regular,0,Fruits and Vegetables,60.2194,1985,Medium,Tier 3,Supermarket Type3,FDZ07OUT027,1733.7432
,Low Fat,0.053392944,Health and Hygiene,193.8162,1985,Small,Tier 1,Grocery Store,NCW53OUT019,384.8324
16.5,Low Fat,0.036715907,Household,180.0318,2002,,Tier 2,Supermarket Type1,NCA54OUT045,3969.4996
9,Low Fat,0.065236932,Snack Foods,176.437,2004,Small,Tier 2,Supermarket Type1,FDX09OUT035,7763.228
6.785,Regular,0.041947547,Meat,41.2112,1987,High,Tier 3,Supermarket Type1,FDO51OUT013,809.6128
19.5,Low Fat,0.082888496,Canned,178.6002,2009,Medium,Tier 3,Supermarket Type2,FDW49OUT018,1253.7014
7.575,Low Fat,0.055390121,Dairy,195.2768,1997,Small,Tier 1,Supermarket Type1,FDB27OUT046,5715.2272
18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,1987,High,Tier 3,Supermarket Type1,FDF45OUT013,1464.76
16.75,Low Fat,0.060495243,Dairy,169.8106,1987,High,Tier 3,Supermarket Type1,FDV02OUT013,3251.1014
7.47,Regular,0,Frozen Foods,214.3218,2004,Small,Tier 2,Supermarket Type1,FDY28OUT035,4274.436
,Regular,0.014753811,Fruits and Vegetables,231.7958,1985,Medium,Tier 3,Supermarket Type3,FDX31OUT027,5375.0034
,Low Fat,0.160707489,Fruits and Vegetables,38.019,1985,Medium,Tier 3,Supermarket Type3,FDR43OUT027,1318.284
13.85,Regular,0.085622362,Meat,119.4124,2009,Medium,Tier 3,Supermarket Type2,FDP51OUT018,2251.7356
6.635,Regular,0.046350909,Frozen Foods,37.4506,2007,,Tier 2,Supermarket Type1,FDL52OUT017,1176.4686
6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,1997,Small,Tier 1,Supermarket Type1,FDR44OUT046,3523.4136
15.25,Low Fat,0.026604781,Snack Foods,86.2198,2004,Small,Tier 2,Supermarket Type1,FDB34OUT035,610.5386
15.85,Low Fat,0,Canned,96.4094,2004,Small,Tier 2,Supermarket Type1,FDC50OUT035,1237.7222
15.2,Low Fat,0.031860325,Snack Foods,235.1248,1998,,Tier 3,Grocery Store,FDT57OUT010,474.0496
,Regular,0,Snack Foods,52.6666,1985,Medium,Tier 3,Supermarket Type3,FDP22OUT027,717.7324
20.75,LF,0.021250002,Soft Drinks,150.5024,1997,Small,Tier 1,Supermarket Type1,DRE49OUT046,2580.6408
10.195,Low Fat,0.159936948,Frozen Foods,143.2154,1997,Small,Tier 1,Supermarket Type1,FDM40OUT046,2552.6772
7.605,Low Fat,0.129503146,Fruits and Vegetables,164.021,2002,,Tier 2,Supermarket Type1,FDY32OUT045,3914.904
18,Regular,0.142688846,Fruits and Vegetables,88.5514,1997,Small,Tier 1,Supermarket Type1,FDW07OUT046,796.9626
,Low Fat,0.179484411,Dairy,228.9352,1985,Small,Tier 1,Grocery Store,FDU02OUT019,916.1408
18.35,Low Fat,0.089163056,Household,191.3504,2002,,Tier 2,Supermarket Type1,NCF18OUT045,3259.7568
6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,1999,Medium,Tier 1,Supermarket Type1,FDQ56OUT049,1677.816
13.8,reg,0.056960814,Snack Foods,230.0984,1999,Medium,Tier 1,Supermarket Type1,FDN58OUT049,3707.1744
21.2,Regular,0.00704098,Starchy Foods,173.5738,1997,Small,Tier 1,Supermarket Type1,FDG35OUT046,2954.1546
10.5,Regular,0.011026594,Snack Foods,166.4842,2009,Medium,Tier 3,Supermarket Type2,FDY34OUT018,2652.5472
8.97,Low Fat,0.093203257,Household,52.7956,2002,,Tier 2,Supermarket Type1,NCE19OUT045,1037.3164
,Low Fat,0.026916794,Others,50.9666,1985,Medium,Tier 3,Supermarket Type3,NCK31OUT027,717.7324
10.6,Low Fat,0.035264298,Health and Hygiene,86.1224,2002,,Tier 2,Supermarket Type1,NCJ29OUT045,426.112
13.65,Low Fat,0.015908424,Breads,231.1668,2004,Small,Tier 2,Supermarket Type1,FDT59OUT035,6911.004
19,Low Fat,0.017719277,Health and Hygiene,211.0244,1997,Small,Tier 1,Supermarket Type1,NCX41OUT046,3811.0392
,Regular,0.035334201,Snack Foods,115.3518,1985,Medium,Tier 3,Supermarket Type3,FDU45OUT027,2277.036
,Low Fat,0.065652494,Baking Goods,48.9034,1985,Small,Tier 1,Grocery Store,FDW24OUT019,48.6034
6.865,Low Fat,0.056919038,Snack Foods,212.8218,1999,Medium,Tier 1,Supermarket Type1,FDF22OUT049,5770.4886
10.8,Regular,0.048143292,Baking Goods,40.2138,1997,Small,Tier 1,Supermarket Type1,FDM60OUT046,690.4346
16.7,Low Fat,0.022047313,Dairy,110.2886,1987,High,Tier 3,Supermarket Type1,FDR02OUT013,1890.2062
,Low Fat,0.090427268,Hard Drinks,126.2336,1985,Medium,Tier 3,Supermarket Type3,DRP35OUT027,3195.84
15.15,Low Fat,0.027779254,Baking Goods,150.1708,1997,Small,Tier 1,Supermarket Type1,FDS48OUT046,1504.708
10.5,Low Fat,0,Household,238.3248,1998,,Tier 3,Grocery Store,NCZ42OUT010,711.0744
17.6,Low Fat,0.008033611,Dairy,174.2422,2009,Medium,Tier 3,Supermarket Type2,FDZ38OUT018,4311.055
19.35,Low Fat,0.033088472,Meat,175.4738,1997,Small,Tier 1,Supermarket Type1,FDH19OUT046,521.3214
15.7,Low Fat,0.160663021,Household,59.4562,1997,Small,Tier 1,Supermarket Type1,NCB55OUT046,829.5868
18.1,LF,0.178975721,Dairy,155.5288,2007,,Tier 2,Supermarket Type1,FDC15OUT017,1571.288
10.195,Regular,0.017627888,Starchy Foods,239.6538,2004,Small,Tier 2,Supermarket Type1,FDF11OUT035,2403.538
,low fat,0.0194158,Breads,41.6454,1985,Small,Tier 1,Grocery Store,FDW35OUT019,83.8908
6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,2002,,Tier 2,Supermarket Type1,FDB44OUT045,844.2344
19,Low Fat,0.027139013,Household,127.3336,2007,,Tier 2,Supermarket Type1,NCC06OUT017,2940.1728
7.075,Low Fat,0.03777249,Frozen Foods,98.0068,1998,,Tier 3,Grocery Store,FDR04OUT010,291.6204
13.15,Low Fat,0.036746479,Frozen Foods,181.2976,2002,,Tier 2,Supermarket Type1,FDB17OUT045,3259.7568
20.1,Regular,0.022460102,Fruits and Vegetables,226.8036,1999,Medium,Tier 1,Supermarket Type1,FDW43OUT049,3415.554
20.35,Regular,0,Dairy,256.7672,2009,Medium,Tier 3,Supermarket Type2,FDA27OUT018,5624.6784
18.85,Low Fat,0.05213575,Health and Hygiene,190.1846,1999,Medium,Tier 1,Supermarket Type1,NCU41OUT049,6687.961
16.35,Regular,0.062508438,Fruits and Vegetables,227.1062,1999,Medium,Tier 1,Supermarket Type1,FDY56OUT049,5642.655
11.3,Low Fat,0.007309544,Meat,196.2426,2009,Medium,Tier 3,Supermarket Type2,FDV39OUT018,4943.565
17.5,Low Fat,0.015623754,Fruits and Vegetables,182.6266,2009,Medium,Tier 3,Supermarket Type2,FDN32OUT018,3135.2522
18,Regular,0.142978223,Fruits and Vegetables,87.4514,2002,,Tier 2,Supermarket Type1,FDW07OUT045,796.9626
7.935,Low Fat,0.017191055,Dairy,51.535,2002,,Tier 2,Supermarket Type1,FDZ27OUT045,848.895
,Low Fat,0.143592939,Baking Goods,37.3164,1985,Small,Tier 1,Grocery Store,FDW23OUT019,38.6164
20.25,Regular,0.011995271,Canned,184.5924,1997,Small,Tier 1,Supermarket Type1,FDU01OUT046,4997.4948
15.5,Regular,0.15717236,Snack Foods,149.1418,1999,Medium,Tier 1,Supermarket Type1,FDF10OUT049,588.5672
,Low Fat,0.061393095,Dairy,91.812,1985,Small,Tier 1,Grocery Store,DRH03OUT019,372.848
,Regular,0.264124669,Meat,155.7314,1985,Small,Tier 1,Grocery Store,FDW27OUT019,155.1314
15.35,Low Fat,0.020310046,Soft Drinks,218.0508,1987,High,Tier 3,Supermarket Type1,DRI13OUT013,3038.7112
10.1,Low Fat,0.054630834,Health and Hygiene,200.2084,1997,Small,Tier 1,Supermarket Type1,NCR05OUT046,1587.2672
16.7,Regular,0.052517969,Frozen Foods,115.4176,2002,,Tier 2,Supermarket Type1,FDB29OUT045,687.1056
20.7,Regular,0.047565208,Dairy,213.4876,1999,Medium,Tier 1,Supermarket Type1,FDL51OUT049,1929.4884
16,LF,0.060797393,Starchy Foods,223.8404,1987,High,Tier 3,Supermarket Type1,FDB11OUT013,3600.6464
14,Low Fat,0.041291169,Starchy Foods,180.7634,1997,Small,Tier 1,Supermarket Type1,FDI35OUT046,2181.1608
12.85,Low Fat,0.022604051,Fruits and Vegetables,181.4318,1997,Small,Tier 1,Supermarket Type1,FDX08OUT046,3428.2042
20.85,Regular,0.056580228,Breads,105.6648,2002,,Tier 2,Supermarket Type1,FDP59OUT045,623.1888
12.35,Low Fat,0.164196823,Household,120.5124,1999,Medium,Tier 1,Supermarket Type1,NCJ18OUT049,2133.2232
6.85,Low Fat,0.022976497,Frozen Foods,261.6594,2009,Medium,Tier 3,Supermarket Type2,FDJ41OUT018,3401.5722
10.3,Low Fat,0.027310252,Fruits and Vegetables,101.0042,2004,Small,Tier 2,Supermarket Type1,FDU08OUT035,1289.6546
,Regular,0.141975462,Snack Foods,49.6008,1985,Small,Tier 1,Grocery Store,FDS09OUT019,50.6008
8.775,Low Fat,0,Dairy,45.9428,1987,High,Tier 3,Supermarket Type1,DRH15OUT013,790.9704
18.85,Low Fat,0.01619866,Health and Hygiene,129.2626,2007,,Tier 2,Supermarket Type1,NCV17OUT017,3147.9024
,Low Fat,0.014205168,Household,56.7614,1985,Medium,Tier 3,Supermarket Type3,NCO54OUT027,2486.763
